"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"152",2018,"Journal of Public Economics",119,"Wind electricity subsidies � A windfall for landowners? Evidence from a feed-in tariff in Germany","https://doi.org/10.5281/zenodo.8010410","German Renewable Energy Payment Register","https://doi.org/10.7910/DVN/TDMTRV","Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India"
"153",2018,"Journal of Financial Economics",4,"�Corporate governance of banks and financial stability�","https://doi.org/10.5281/zenodo.18238954","BANKLARDA KORPORATIV BOSHQARUVNING TASHKILIY-IQTISODIY MEXANIZMINI TAKOMILLASHTIRISH","https://doi.org/10.7910/DVN/ZT1EZG","Peptide-based thermal unfolding curves and browser application"
"154",2018,"Journal of Financial Economics",105,"�Creditor rights and innovation: Evidence from patent collateral�","https://doi.org/10.5281/zenodo.4776796","Patent Applications in European Union","https://doi.org/10.7910/DVN/JSIMOA","United States County Level Population Estimates and Strata"
"155",2018,"Journal of Financial Intermediation",17,"�Do credit shocks affect labor demand? Evidence for employment and wages during the financial crisis�","https://doi.org/10.5281/zenodo.18898014","LABOR MARKET SEGMENTATION AND YOUTH EMPLOYMENT: STRUCTURAL BARRIERS, POLICY RESPONSES, AND INSTITUTIONAL SOLUTIONS","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"156",2018,"Journal of Financial Economics",29,"�Do elections delay regulatory action�","https://doi.org/10.5281/zenodo.15649762","Corpus CJ21","https://doi.org/10.7910/DVN/9VIXM0","Independent Regulatory Agencies: Media Coverage"
"157",2018,"Journal of Financial Economics",36,"�Employee representation and financial leverage�","https://doi.org/10.5281/zenodo.4906985","High-throughput characterization of photocrosslinker-bearing ion channel variants to map residues critical for function and pharmacology","https://doi.org/10.7910/DVN/HAGMVO","Treatments and Outcomes: What Happens When Representation Fails"
"158",2018,"Journal of Financial Economics",108,"�Fintech, regulatory arbitrage, and the rise of shadow banks�","https://doi.org/10.5281/zenodo.19147223","MECHANISMS OF THE IMPACT OF FINTECH TECHNOLOGIES ON FINANCIAL EFFICIENCY IN COMMERCIAL BANKS","https://doi.org/10.7910/DVN/26474","Immigration Judges and U.S. Asylum Policy"
"159",2018,"Journal of Urban Economics",32,"�Inter-municipal cooperation and local taxation�","https://doi.org/10.5281/zenodo.20035959","МЕЖДУНАРОДНОЕ НАЛОГООБЛОЖЕНИЕ И ПРОБЛЕМЫ ДВОЙНОГО НАЛОГООБЛОЖЕНИЯ","https://doi.org/10.7910/DVN/YTAB7V","Graduate School Rankings for Public Administration Programs"
"160",2018,"Journal of Urban Economics",48,"�Is Uber a substitute or complement for public transit? ?","https://doi.org/10.5281/zenodo.15591077","Calibrating predicted mixture toxic pressure to observed biodiversity loss in aquatic ecosystems","https://doi.org/10.7910/DVN/RNKXTP","R code for Antimicrobial activity of ion-substituted calcium phosphates: a systematic review"
"161",2018,"Journal of Financial Economics",107,"�Network centrality and delegated investment performance�","https://doi.org/10.5061/dryad.fv5mn","Data from: Global network centrality of university rankings","https://doi.org/10.7910/DVN/X2HQXD","Communication Network Centralization and Collective Adaptability to a Shifting Environment"
"162",2018,"Journal of Financial Economics",17,"�Protection of trade secrets and capital structure decisions�","https://doi.org/10.5281/zenodo.18828081","THE PROCESS OF GLOBALIZATION AND ITS IMPACT ON THE ECONOMIES, TRADE, AND JOBS OF COUNTRIES.","https://doi.org/10.7910/DVN/6PBH8F","Extraordinary Decisions® Data Collection Instruments and Documentation"
"163",2015,"Journal of Political Economy",11,"A Flying Start? Maternity Leave Benefits and Long-Run Outcomes of Children","https://doi.org/10.5281/zenodo.16626086","WORLD Infant Caregiving Policies 2022 v1.1","https://doi.org/10.7910/DVN/CF38YZ","Replication Data for: Community, Work & Family"
"164",2015,"Journal of Human Resources",28,"All Internal in the Family? Measuring Spillovers from Public Health Insurance","https://doi.org/10.5281/zenodo.4064860","First release of Illinois Workplace Wellness Study data","https://doi.org/10.7910/DVN/IL0LUE","Figures - Product and process patents by technologies"
"165",2018,"Journal of Public Economics",111,"Assessing the effects of reemployment bonuses on job search: A regression discontinuity approach","https://doi.org/10.5281/zenodo.5943125","Replication package for: Using Bid Rotation and Incumbency to Detect Collusion: A Regression Discontinuity Approach","https://doi.org/10.7910/DVN/23624","Partisan Imbalance in Regression Discontinuity Studies Based on Electoral Thresholds"
"166",2018,"Journal of Public Economics",47,"Assessing the efficiency of local open space provision","https://doi.org/10.5281/zenodo.19589525","CLEAR-15 Hex-Level Readiness Scores and Classification Results — City of Melbourne LGA (85 Hexagonal Grid Cells)","https://doi.org/10.7910/DVN/PRB1V9","BEmONC Data Jember"
"167",2015,"Review of Economics and Statistics",305,"BORDERS, GEOGRAPHY, AND OLIGOPOLY: EVIDENCE FROM THE WIND TURBINE INDUSTRY",NA,NA,"https://doi.org/10.7910/DVN/27228","Replication data for: Borders, Geography, and Oligopoly: Evidence from the Wind Turbine Industry"
"168",2018,"Journal of Financial Intermediation",29,"Banking deregulation and credit supply: Distinguishing the balance sheet and the competition channels","https://doi.org/10.5281/zenodo.16750533","Do High-Cost Banks Compete Less? An Efficiency-Competition Nexus in the Indonesian Banking Industry","https://doi.org/10.7910/DVN/S0K6TV","HFC Files"
"169",2018,"Journal of Development Economics",43,"Building connections: Political corruption and road construction in India","https://doi.org/10.5281/zenodo.11094260","Accelerogram (raw, msd), GLT4 seismic station (Galati, Romania), Vrancea (Romania) earthquake, 2020-04-25 01:04:18 ML=5.0 h=21.6 km","https://doi.org/10.7910/DVN/VXTC6H","Replication data for Risk of Corruption in Political Parties"
"170",2018,"Econometrica",38,"DEMAND ANALYSIS USING STRATEGIC REPORTS: AN APPLICATION TO A SCHOOL CHOICE MECHANISM","https://doi.org/10.5281/zenodo.14189885","Information and questionnaire associated with GENEActiv accelerometer files collected in Vanuatu during FALAH project (non-anonymized information)","https://doi.org/10.7910/DVN/HQN0UW","Race Condition Detector in C Code"
"171",2015,"Journal of the European Economic Association",101,"DO NEWSPAPERS SERVE THE STATE? INCUMBENT PARTY INFLUENCE ON THE US PRESS, 1869�1928","https://doi.org/10.5061/dryad.bh576","Data from: National citation patterns of NEJM, The Lancet, JAMA and The BMJ in the lay press: a quantitative content analysis","https://doi.org/10.7910/DVN/TXKO19","Party Press Releases - Austria, Germany, Switzerland"
"172",2018,"Journal of the European Economic Association",38,"DOES ADDITIONAL SPENDING HELP URBAN SCHOOLS? AN EVALUATION USING BOUNDARY DISCONTINUITIES","https://doi.org/10.5281/zenodo.2790962","2013 - London - Plots - L1 -NK","https://doi.org/10.7910/DVN/TTQZRL","Federal Spending"
"173",2018,"Journal of Financial Intermediation",4,"Did the bank capital relief induced by the Supporting Factor enhance SME lending?","https://doi.org/10.5281/zenodo.19036003","MECHANISMS FOR SUPPORTING SMALL AND MEDIUM ENTERPRISES THROUGH INSURANCE","https://doi.org/10.7910/DVN/SBNV0A","Data for: a novel XYZ electrospinning that orients the trajectory and collimates the electrified fluid jet of polymer nanofibers by induced electric fields."
"174",2018,"AEJ: Economic Policy",42,"Do Restrictions on Home Equity Extraction Contribute to Lower Mortgage Defaults? Evidence from a Policy Discontinuity at the Texas Border","https://doi.org/10.5281/zenodo.18273457","Softcite Extractions from the Open Access Literature","https://doi.org/10.3886/E114626V1","Replication data for: Do Restrictions on Home Equity Extraction Contribute to Lower Mortgage Defaults? Evidence from a Policy Discontinuity at the Texas Border"
"175",2018,"Econometrica",18,"EXPRESSIVE VOTING AND ITS COST: EVIDENCE FROM RUNOFFS WITH TWO OR THREE CANDIDATES","https://doi.org/10.5281/zenodo.18818472","National Council of Slovak Republic Parliamentary Voting Dataset (2002 – 2024)","https://doi.org/10.7910/DVN/96ZK2P","Expressive Voting and Its Cost: Evidence from Runoffs with Two or Three Candidates"
"176",2018,"Journal of Public Economics",123,"Early kindergarten, maternal labor supply and children's outcomes: Evidence from Italy","https://doi.org/10.5281/zenodo.15161930","Qualitative data - ""What psychological well-being are we talking about while our children are being killed in front of our eyes?"" Exploring holistic early childhood development from the perspectives of kindergarten teachers and families in the city of Nablus during the genocide in Gaza","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"177",2015,"Journal of Urban Economics",1,"Elected or appointed? How the nomination scheme of the city manager influences the effects of government fragmentation","https://doi.org/10.5281/zenodo.20276273","Northwest Territories Hydrocarbon Potential 2021","https://doi.org/10.7910/DVN/23NWCM","GOVERNANÇA EM CIDADES CRIATIVAS DA GASTRONOMIA DA UNESCO: Análise do Arranjo Institucional de Belo Horizonte (MG) Brasil"
"178",2018,"Journal of Development Economics",100,"Family networks and school choice","https://doi.org/10.5281/zenodo.14189885","Information and questionnaire associated with GENEActiv accelerometer files collected in Vanuatu during FALAH project (non-anonymized information)","https://doi.org/10.7910/DVN/26219","Data Documentation"
"179",2015,"Journal of Finance",68,"Foreclosures, House Prices, and the Real Economy","https://doi.org/10.5281/zenodo.7444374","Listing prices dataset for Mexico City","https://doi.org/10.7910/DVN/IG0UN2","U.S. House 1976–2024"
"180",2015,"Journal of Labor Economics",14,"Gender Segregation in Occupations: The Role of Tipping and Social Interactions","https://doi.org/10.5061/dryad.737m496","Data from: Segregation and polarization in urban areas","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"181",2015,"Review of Economics and Statistics",514,"HOW IMPORTANT ARE BANKS FOR DEVELOPMENT? NATIONAL BANKS IN THE UNITED STATES, 1870�1900","https://doi.org/10.3897/zookeys.1161.93754.suppl1","Supplementary material 1 from: Díaz MC, Nuttall M, Pomponi SA, Rützler K, Klontz S, Adams C, Hickerson EL, Schmahl GP (2023) An annotated and illustrated identification guide to common mesophotic reef sponges (Porifera, Demospongiae, Hexactinellida, and Homoscleromorpha) inhabiting Flower Garden Banks National Marine Sanctuary and vicinities. ZooKeys 1161: 1-68. https://doi.org/10.3897/zookeys.1161.93754","https://doi.org/10.7910/DVN/PQ6ILM","Replication Data for: How important are banks for development? National banks in the United States 1870--1900"
"182",2018,"Review of Financial Studies",14,"How Does Financial Reporting Regulation Affect Firms� Banking?","https://doi.org/10.5281/zenodo.18649440","FINANCIAL RELATIONS IN SERVICE SECTOR ENTERPRISES","https://doi.org/10.7910/DVN/OMJTCM","Replication Data for: ""How Does Affective Polarization Feel? A Comparative Description"", European Journal of Political Research"
"183",2015,"Review of Economics and Statistics",504,"IDENTIFYING THE EFFECT OF CHANGING THE POLICY THRESHOLD IN REGRESSION DISCONTINUITY MODELS","https://doi.org/10.5281/zenodo.18859015","THRESHOLD IDENTIFICATION IN GDP ENERGY INTENSITY DYNAMICS: ECONOMETRIC EVIDENCE FROM UZBEKISTAN, 2011–2023","https://doi.org/10.7910/DVN/27435","Replication data for: Identifying the Effect of Changing the Policy Threshold in Regression Discontinuity Models"
"184",2018,"Economic Journal",79,"INELASTIC BUYERS AND COMPETITION","https://doi.org/10.5281/zenodo.18950822","CHARACTERISTICS OF INDUSTRIAL MARKETING AND SCIENTIFIC AND METHODOLOGICAL FOUNDATIONS FOR IMPROVEMENT","https://doi.org/10.7910/DVN/DZB0PT","Census and Input-Output Data, 1963 and 1972 (M276)"
"185",2018,"Journal of Human Resources",23,"Information, Market Incentives, and Student Performance Evidence from a Regression Discontinuity Design in Brazil","https://doi.org/10.5281/zenodo.14909472","Governance Proposals and Returns for Decentralized Autonomous Organizations","https://doi.org/10.7910/DVN/23624","Partisan Imbalance in Regression Discontinuity Studies Based on Electoral Thresholds"
"186",2015,"Journal of Public Economics",42,"Intergovernmental grants as signals and the alignment effect: Theory and evidence","https://doi.org/10.5281/zenodo.5883633","IPBES Country Borders Package","https://doi.org/10.7910/DVN/GGJHTQ","Replication Data for ""Intergovernmental Conflict and Censorship"" (Zhuang, 2022)"
"187",2018,"Journal of Urban Economics",23,"Land-use regulations, property values, and rents: Decomposing the effects of the California Coastal Act","https://doi.org/10.5281/zenodo.19339609","TAX INCENTIVES FOR PROPERTY TAX OF INDIVIDUALS IN UZBEKISTAN","https://doi.org/10.7910/DVN/U7GHRH","Annual emissions of carbon from land use, land-use change, and forestry 1850-2020"
"188",2018,"AEJ: Applied Economics",16,"Mentors or Teachers? Microenterprise Training in Kenya","https://doi.org/10.5281/zenodo.18396673","MECHANISMS FOR USING THE SCIENTIFIC HERITAGE OF JADID ENLIGHTENERS IN PREPARING FUTURE TEACHERS FOR PROFESSIONAL ACTIVITY","https://doi.org/10.7910/DVN/LN6OHH","Training Webinars on China Research Data: Sources, Tools and Applications"
"189",2015,"Journal of Public Economics",12,"Nutrition and cognitive achievement: An evaluation of the School Breakfast Program","https://doi.org/10.5281/zenodo.18396593","FAST FOOD AND POOR NUTRITION: HEALTH RISKS","https://doi.org/10.7910/DVN/JBCD9V","Master replication code for: Schooling Opportunities for 5-Year-Olds: Some Early Origins of High School Achievement"
"190",2018,"Economic Journal",82,"PAID PARENTAL LEAVE AND CHILDREN�S SCHOOLING OUTCOMES","https://doi.org/10.25828/8rm1-xx89","WORLD Paid Parental Leave, Africa 1995-2022","https://doi.org/10.7910/DVN/TV8ESZ","WORLD Paid Personal Health Leave Policies 2022"
"191",2018,"Economic Journal",87,"PATHBREAKERS? WOMEN�S ELECTORAL SUCCESS AND FUTURE POLITICAL PARTICIPATION","https://doi.org/10.5281/zenodo.10057682","W4RES Case studies of women leading RHC market uptake","https://doi.org/10.7910/DVN/WUHLR0","Focus Group Discussions and SWOT analysis of Vegetable Value Chain Actors in Cambodia"
"192",2018,"Quarterly Journal of Economics",21,"POLITICAL ADVERTISING AND ELECTION RESULTS","https://doi.org/10.5281/zenodo.13661563","Political Advertising on Facebook During the 2022 Australian Federal Election","https://doi.org/10.7910/DVN/OYW6QS","1968 Presidential Ads: Julian P. Kanter Collection"
"193",2018,"Journal of Labor Economics",6,"Peer Quality and the Academic Benefits to Attending Better Schools","https://doi.org/10.5281/zenodo.19311756","EFFECTIVE APPROACHES TO IMPROVING ACADEMIC WRITING SKILLS","https://doi.org/10.7910/DVN/XT3RZ8","Replication Files for EPA Final Report, ""Estimating the Benefits of Stream Water Quality Improvements in Urbanizing Watersheds"""
"194",2018,"Journal of Political Economy",60,"Potential Unemployment Insurance Duration and Labor Supply: The Individual and Market-Level Response to a Benefit Cut","https://doi.org/10.5281/zenodo.18887164","Unemployment Trends in Europe by Educational Attainment (2013-2024)","https://doi.org/10.7910/DVN/PWL1KW","Replication Data for ""The Black Death in Fourteenth Century Europe"""
"195",2018,"Journal of Labor Economics",23,"Returns to Education Quality for Low-Skilled Students: Evidence from a Discontinuity","https://doi.org/10.5281/zenodo.14909472","Governance Proposals and Returns for Decentralized Autonomous Organizations","https://doi.org/10.7910/DVN/XKJR3X","Highly Skilled and Educated Immigrants (HSE)"
"196",2018,"Journal of Urban Economics",7,"School accountability and teacher mobility","https://doi.org/10.5281/zenodo.18496817","DEVELOPING COMPREHENSIVE PROFESSIONAL FRAMEWORKS: INTERNATIONAL PERSPECTIVES ON TEACHER COMPETENCY STANDARDS","https://doi.org/10.7910/DVN/E0ANUY","Replication Data"
"197",2018,"Journal of Public Economics",134,"School boards and student segregation","https://doi.org/10.5281/zenodo.17641706","Improving young adults' spatial skills using a videogame about paper folding actions: A pre-post analysis","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"198",2018,"Econometrica",47,"THE HISTORICAL STATE, LOCAL COLLECTIVE ACTION, AND ECONOMIC DEVELOPMENT IN VIETNAM","https://doi.org/10.5281/zenodo.6821340","Transfer Learning Dataset for Metal Oxide Semiconductor Gas Sensors","https://doi.org/10.7910/DVN/MOOI8X","GLD-IPOR Malawi Covid Panel Survey"
"199",2015,"Review of Economics and Statistics",219,"THE MINIMUM LEGAL DRINKING AGE AND CRIME","https://doi.org/10.5281/zenodo.18464863","IMPROVEMENT OF LEGAL AND ORGANIZATIONAL MECHANISMS FOR PREVENTING CRIMES COMMITTED IN CYBERSPACE","https://doi.org/10.7910/DVN/27070","Replication data for: The Minimum Legal Drinking Age and Crime"
"200",2015,"Quarterly Journal of Economics",22,"THE RESPONSE OF DRUG EXPENDITURE TO NONLINEAR CONTRACT DESIGN: EVIDENCE FROM MEDICARE PART D*","https://doi.org/10.5281/zenodo.17049243","Medicare and Medicare Advantage Coverage Policies for Ketamine Therapy","https://doi.org/10.7910/DVN/KE5RWQ","Replication Data and Codebooks for Abascal, Maria. 2020. ""Contraction as a Response to Group Threat: Demographic Decline and Whites’ Classification of People who are Ambiguously White."" American Sociological Review 85(2): 298–322."
"201",2015,"Review of Economics and Statistics",208,"THE SUBPRIME CRISIS: IS GOVERNMENT HOUSING POLICY TO BLAME?","https://doi.org/10.5281/zenodo.10028554","North Carolina Zoning Jurisdiction Information","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"202",2015,"Quarterly Journal of Economics",36,"THE VALUE OF HIRING THROUGH EMPLOYEE REFERRALS*","https://doi.org/10.5281/zenodo.18866583","COMPARATIVE ANALYSIS OF IN-HOUSE ACCOUNTANTS AND ACCOUNTING OUTSOURCING SERVICES AND THEIR EFFECTIVE MANAGEMENT","https://doi.org/10.7910/DVN/QOI6IR","Value TB Dataset: costs per intervention"
"203",2015,"AEJ: Economic Policy",27,"The Impact of Regulation on Mortgage Risk: Evidence from India","https://doi.org/10.5281/zenodo.19543812","TRENDS IN THE DEVELOPMENT OF THE MORTGAGE LENDING MARKET AND ITS IMPACT ON THE LEVEL OF HOUSING PROVISION FOR THE POPULATION","https://doi.org/10.7910/DVN/TAYVTV","Replication Data for: Impacts of Heterogeneous Participation in Green Factory on Firms’ Risk-Taking Capacity: Evidence from Chinese Enterprises"
"204",2018,"AEJ: Economic Policy",45,"The Persistent Effects of Place-Based Policy: Evidence from the West-German Zonenrandgebiet","https://doi.org/10.5281/zenodo.18616348","Data and Code for 'Causal Inference Techniques for Evaluating Place-based Interventions: A Primer on Distance-Adjusted Propensity Score Matching (DAPSm)'","https://doi.org/10.7910/DVN/LWPOJQ","Replication Data for: Record Linkage for Character-Based Surnames - Evidence from Chinese Exclusion"
"205",2018,"Journal of Labor Economics",5,"The Returns to College Persistence for Marginal Students: Regression Discontinuity Evidence from University Dismissal Policies","https://doi.org/10.5281/zenodo.14909472","Governance Proposals and Returns for Decentralized Autonomous Organizations","https://doi.org/10.7910/DVN/23624","Partisan Imbalance in Regression Discontinuity Studies Based on Electoral Thresholds"
"206",2018,"Journal of Financial Economics",21,"The globalization of angel investments: Evidence across countries","https://doi.org/10.5281/zenodo.19431416","GLOBALIZATION AND THE DYNAMICS OF ECONOMIC CYCLES","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"207",2015,"Journal of Public Economics",68,"The impact of controlled foreign company legislation on real investments abroad. A multi-dimensional regression discontinuity design","https://doi.org/10.5281/zenodo.19782406","DIRECT ACCOUNTING OF FOREIGN INVESTMENTS AND THEIR IMPACT ON FINANCIAL RESULTS","https://doi.org/10.7910/DVN/23624","Partisan Imbalance in Regression Discontinuity Studies Based on Electoral Thresholds"
"208",2018,"Journal of Public Economics",67,"The mortality effects of retirement: Evidence from Social Security eligibility at age 62","https://doi.org/10.5061/dryad.vt4b8gtr1","Data from: Telomere heritability and parental age at conception effects in a wild avian population","https://doi.org/10.7910/DVN/R3QIWX","The Moderating Effect of Democracy on Climate-Induced Social Conflict: Evidence from Indian Districts"
"209",2015,"Journal of Development Economics",63,"The relationship between federal budget amendments and local electoral power","https://doi.org/10.5281/zenodo.6816535","Líderes Históricos y Contemporáneos del PAN Jalisco: 1939-2012  / PAN Elite Trajectories Database Jalisco, Mexico","https://doi.org/10.7910/DVN/8CRYFT","Amendments Project dataset"
"210",2015,"Journal of Financial Economics",115,"Trading rules, competition for order flow and market fragmentation","https://doi.org/10.5281/zenodo.7957927","Insider trading regulation and trader migration","https://doi.org/10.7910/DVN/CQBPGS","Replication Data for: Digital Intermediaries, Market Competition, and Citizen-State Interactions"
"211",2015,"American Economic Review",46,"Trafficking Networks and the Mexican Drug War","https://doi.org/10.6071/M3RQ38","Multiplex networks reveal geographic constraints on illicit wildlife trafficking","https://doi.org/10.7910/DVN/23612","Human Trafficking Indicators, 2000-2011: A New Dataset"
"212",2015,"Econometrica",26,"VOTING TECHNOLOGY, POLITICAL RESPONSIVENESS, AND INFANT HEALTH: EVIDENCE FROM BRAZIL","https://doi.org/10.5281/zenodo.17210327","Data on Rapid Weight Gain in children","https://doi.org/10.7910/DVN/HUZGPJ","Replication Data for: How Government Reactions to Violence Worsen Social Welfare: Evidence from Peru"
"213",2015,"Review of Financial Studies",3,"Valuing Changes in Political Networks: Evidence from Campaign Contributions to Close Congressional Elections","https://doi.org/10.5281/zenodo.13624697","Campaign content analysis on X for the Castilla y León and Andalusia 2022 regional elections","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"214",2018,"Review of Financial Studies",24,"Vote Avoidance and Shareholder Voting in Mergers and Acquisitions","https://doi.org/10.5281/zenodo.14750804","Relative endorsements for development finance strategies in national statements of IMF-World Bank meetings 2015-2024","https://doi.org/10.7910/DVN/STVUET","Proportional ranked choice voting CVRs"
"215",2015,"AEJ: Applied Economics",11,"Incentives, Commitments, and Habit Formation in Exercise: Evidence from a Field Experiment with Workers at a Fortune-500 Company","https://doi.org/10.5281/zenodo.4091491","Irrevocable Commitments dataset","https://doi.org/10.3886/E116330V1","Replication data for: Incentives, Commitments, and Habit Formation in Exercise: Evidence from a Field Experiment with Workers at a Fortune-500 Company"
"216",2015,"AEJ: Economic Policy",4,"Can Tax Breaks Beat Geography? Lessons from the French Enterprise Zone Experience","https://doi.org/10.5281/zenodo.19144672","STATISTICAL ANALYSIS TOOLS OF TAX DATA AND THEIR IMPORTANCE IN DECISION-MAKING","https://doi.org/10.7910/DVN/UE2PAE","An Integrated Approach to Enterprise Architecture and Business Process Management at the USMEPCOM"
"217",2015,"AEJ: Economic Policy",37,"Water Pollution Progress at Borders: The Role of Changes in China�s Political Promotion Incentives","https://doi.org/10.5281/zenodo.17767168","High-resolution gridded dataset of sectoral water pollution discharges in China from 2007 to 2022","https://doi.org/10.7910/DVN/4SLP4H","Border Crossings of the World (V 1.1)"
"218",2015,"American Economic Review",43,"R&D, International Sourcing, and the Joint Impact on Firm Performance","https://doi.org/10.5281/zenodo.13626521","Dataset of Listed A-Share Manufacturing Companies in China (2011-2022) for ESG and Innovation Capability Analysis","https://doi.org/10.7910/DVN/1Z4HLC","Embryologist Agreement When Assessing Blastocyst Implantation Probability: Is Data-Driven Prediction the Solution to Embryo Assessment Subjectivity?"
"219",2015,"American Economic Review",48,"Environmental Health Risks and Housing Values: Evidence from 1,600 Toxic Plant Openings and Closings","https://doi.org/10.5281/zenodo.4285992","AI results complementing the Annual Report on surveillance for Avian Influenza in poultry and wild birds in Member States of the European Union - France","https://doi.org/10.3886/E112901V1","Replication data for: Environmental Health Risks and Housing Values: Evidence from 1,600 Toxic Plant Openings and Closings"
"220",2015,"Economic Journal",25,"THE EFFECTS OF SURVEILLANCE CAMERAS ON CRIME: EVIDENCE FROM THE STOCKHOLM SUBWAY","https://doi.org/10.5281/zenodo.13832363","Comprehensive Dataset for Detecting Road Anomalies in Diverse Real-World Situations","https://doi.org/10.7910/DVN/R3QIWX","The Moderating Effect of Democracy on Climate-Induced Social Conflict: Evidence from Indian Districts"
"221",2015,"Economic Journal",39,"IN UTERO RAMADAN EXPOSURE AND CHILDREN�S ACADEMIC PERFORMANCE","https://doi.org/10.5061/dryad.9594945","Data from: Association of in utero persistent organic pollutant exposure with placental thyroid hormones","https://doi.org/10.7910/DVN/DIDBMQ","Beyond the “30 Million Word Gap:” Children’s Conversational Exposure  is Associated with Language-Related Brain Function"
"222",2015,"Economic Journal",55,"HOW STATUS INHERITANCE RULES AFFECT MARITAL SORTING: THEORY AND EVIDENCE FROM URBAN CHINA",NA,NA,"https://doi.org/10.7910/DVN/RJ96X6","Replication Code and Instructions for: ""Changes in Marital Sorting: Theory and Evidence from the US"""
"223",2015,"Journal of Development Economics",40,"Freeman Spogli Institute for International Studies, Stanford University","https://doi.org/10.5061/dryad.djh9w0vvt","Precision mapping of snail habitat provides a powerful indicator of human schistosomiasis transmission","https://doi.org/10.7910/DVN/ACTYA7","Worldwide Human Influenza A (H5N1) Cases"
"224",2015,"Journal of Finance",46,"Capital and Labor Reallocation within Firms","https://doi.org/10.5281/zenodo.3531426","Metadata for the paper ""Technology Boom, Labor Reallocation, and Human Capital Depreciation""","https://doi.org/10.7910/DVN/FTFZQT","Replication Data for: Does Demographic Capital Do Anything? Capital Deepening and the J-Curve"
"225",2015,"Journal of Financial Economics",36,"Does banking competition affect innovation?","https://doi.org/10.5281/zenodo.19810562","Zombie Banks, Competition, and the Deterioration of Credit Quality: Evidence from Rural Bank-Level NPL Dynamics in Indonesia","https://doi.org/10.7910/DVN/0EUBZD","Replication Data for ""Does Amazon’s Dual Role Weaken Marketplace Competition?"""
"226",2015,"Journal of International Economics",1,"Spatial exporters","https://doi.org/10.5281/zenodo.11060871","A region-wide, multi-year set of crop field boundary labels for Africa","https://doi.org/10.7910/DVN/WCOIOI","Soil map"
"227",2015,"Journal of International Economics",9,"Benefits of foreign ownership: Evidence from foreign direct investment in China","https://doi.org/10.5281/zenodo.8122496","Data to test IDP for agriculture in developing countries","https://doi.org/10.7910/DVN/DX4HLQ","Replication Data for: Terrorism, Counterterrorism Aid, and Foreign Direct Investment"
"228",2015,"Journal of Public Economics",16,"The employment effects of terminating disability benefits","https://doi.org/10.5061/dryad.qfttdz0r8","Can technical education in high school smooth postsecondary transitions for students with disabilities?","https://doi.org/10.7910/DVN/AGS7HX","Replication Data for: DISABILITY DATA"
"229",2015,"Journal of Public Economics",26,"Interpreting pre-trends as anticipation: Impact on estimated treatment effects from tort reform","https://doi.org/10.5061/dryad.8nh1q","Data from: Evolution of pleiotropic costs in experimental populations","https://doi.org/10.7910/DVN/M8FCSL","Fertilizer use by farmers of Indo-Gangetic Plains of India and its determinants"
"230",2015,"Journal of Public Economics",72,"Housing markets and residential segregation: Impacts of the Michigan school finance reform on inter- and intra-district sorting","https://doi.org/10.5281/zenodo.20039632","KO'CHMAS MULKNI BAHOLASHDA AVTOMATIK BAHOLASH MODELLARIDAN (AUTOMATED VALUATION MODELS) FOYDALANISH","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"231",2015,"Journal of Urban Economics",8,"Homevoters vs. leasevoters: A spatial analysis of airport effects","https://doi.org/10.5061/dryad.9s4mw6mcx","Data from: Edge effects and mating patterns in a bumblebee-pollinated plant","https://doi.org/10.7910/DVN/F0P2BC","Videos for DLC analysis"
"232",2015,"Review of Economics and Statistics",301,"DISCRIMINATION AND THE EFFECTS OF DRUG TESTING ON BLACK EMPLOYMENT","https://doi.org/10.5281/zenodo.1468110","Гендерные различия между мужчинами и женщинами в трудовой занятости,на 1990, 2000, 2008 - 2017 год","https://doi.org/10.7910/DVN/ZTB3IY","Youngism: Discrimination and Stereotypes"
"233",2015,"Review of Economics and Statistics",303,"FIRM EXPORTS AND MULTINATIONAL ACTIVITY UNDER CREDIT CONSTRAINTS","https://doi.org/10.5061/dryad.jh9w0vtbp","Data for: From exports to value added to income: Accounting for bilateral income transfers","https://doi.org/10.7910/DVN/27087","Replication data for: Firm Exports and Multinational Activity under Credit Constraints"
